	Label	Key	From	To	Last Updated	Frequency	Country	Item	Country.1	Data type	Balance sheet suffix	Long description
1354	Leverage ratio calculation - securities financing transactions (fully phased-in definition)	SUP.Q.CY.W0._Z.MSV35._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	CY	MSV35	ALL	LE	E	 Cyprus, Leverage ratio calculation - securities financing transactions (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1355	Leverage ratio calculation - off-balance sheet items (fully phased-in definition)	SUP.Q.CY.W0._Z.MSV36._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	CY	MSV36	ALL	LE	E	 Cyprus, Leverage ratio calculation - off-balance sheet items (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1356	Leverage ratio calculation - deductions of exposures to public sector entities funding general interest investments (fully phased-in definition)	SUP.Q.CY.W0._Z.MSV37._T._Z._Z.ALL.LE.E.C	2016Q3	2021Q1	2021-07-08 10:00:00	Q	CY	MSV37	ALL	LE	E	 Cyprus, Leverage ratio calculation - deductions of exposures to public sector entities funding general interest investments (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1357	Leverage ratio calculation - asset amount deducted from Tier 1 capital (fully phased-in definition)	SUP.Q.CY.W0._Z.MSV38._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	CY	MSV38	ALL	LE	E	 Cyprus, Leverage ratio calculation - asset amount deducted from Tier 1 capital (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1358	Leverage ratio calculation - asset amount deducted or added from Tier 1 capital (transitional definition)	SUP.Q.CY.W0._Z.MSV39._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	CY	MSV39	ALL	LE	E	 Cyprus, Leverage ratio calculation - asset amount deducted or added from Tier 1 capital (transitional definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1359	Leverage ratio calculation - Regular-way purchases and sales awaiting settlement	SUP.Q.CY.W0._Z.MSV40._T._Z._Z.ALL.LE.E.C	2021Q2	2022Q3	2023-01-11 10:00:00	Q	CY	MSV40	ALL	LE	E	 Cyprus, Leverage ratio calculation - Regular-way purchases and sales awaiting settlement, All exposures, Closing balance sheet/Positions/Stocks, Euro
1360	Leverage ratio calculation - Cash pooling arrangements	SUP.Q.CY.W0._Z.MSV41._T._Z._Z.ALL.LE.E.C	2021Q2	2022Q3	2023-01-11 10:00:00	Q	CY	MSV41	ALL	LE	E	 Cyprus, Leverage ratio calculation - Cash pooling arrangements, All exposures, Closing balance sheet/Positions/Stocks, Euro
1361	Leverage ratio calculation - Deductions of exposures promoting public policy objectives	SUP.Q.CY.W0._Z.MSV42._T._Z._Z.ALL.LE.E.C	2021Q2	2022Q3	2023-01-11 10:00:00	Q	CY	MSV42	ALL	LE	E	 Cyprus, Leverage ratio calculation - Deductions of exposures promoting public policy objectives, All exposures, Closing balance sheet/Positions/Stocks, Euro
1362	Tier 1 capital (fully phased-in definition) (numerator of KSV12)	SUP.Q.CY.W0._Z.NSV12._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	CY	NSV12	ALL	LE	E	 Cyprus, Tier 1 capital (fully phased-in definition) (numerator of KSV12), All exposures, Closing balance sheet/Positions/Stocks, Euro
1363	Tier 1 capital (transitional) (numerator of KSV13)	SUP.Q.CY.W0._Z.NSV13._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	CY	NSV13	ALL	LE	E	 Cyprus, Tier 1 capital (transitional) (numerator of KSV13), All exposures, Closing balance sheet/Positions/Stocks, Euro
1364	OWN FUNDS	SUP.Q.CY.W0._Z.O0000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	CY	O0000	ALL	LE	E	 Cyprus, OWN FUNDS, All exposures, Closing balance sheet/Positions/Stocks, Euro
1365	TIER 1 CAPITAL	SUP.Q.CY.W0._Z.O1000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	CY	O1000	ALL	LE	E	 Cyprus, TIER 1 CAPITAL, All exposures, Closing balance sheet/Positions/Stocks, Euro
1366	Solvency ratio [%]	SUP.Q.DE.W0._Z.I4001._T._Z._Z._Z._Z.PCT.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	DE	I4001	_Z	_Z	PCT	 Germany, Solvency ratio [%], Percentage
1367	Tier 1 ratio [%]	SUP.Q.DE.W0._Z.I4002._T._Z._Z._Z._Z.PCT.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	DE	I4002	_Z	_Z	PCT	 Germany, Tier 1 ratio [%], Percentage
1368	Common equity Tier 1 ratio [%]	SUP.Q.DE.W0._Z.I4008._T._Z._Z._Z._Z.PCT.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	DE	I4008	_Z	_Z	PCT	 Germany, Common equity Tier 1 ratio [%], Percentage
1369	Leverage Ratio (fully phased-in definition of Tier 1)	SUP.Q.DE.W0._Z.KSV12._T._Z._Z._Z._Z.PCT.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	DE	KSV12	_Z	_Z	PCT	 Germany, Leverage Ratio (fully phased-in definition of Tier 1), Percentage
1370	Leverage Ratio (transitional definition of Tier 1)	SUP.Q.DE.W0._Z.KSV13._T._Z._Z._Z._Z.PCT.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	DE	KSV13	_Z	_Z	PCT	 Germany, Leverage Ratio (transitional definition of Tier 1), Percentage
1371	Total Leverage Ratio exposure - using a fully phased-in definition of Tier 1 capital (denominator of KSV12)	SUP.Q.DE.W0._Z.MSV12._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	DE	MSV12	ALL	LE	E	 Germany, Total Leverage Ratio exposure - using a fully phased-in definition of Tier 1 capital (denominator of KSV12), All exposures, Closing balance sheet/Positions/Stocks, Euro
1372	Total Leverage Ratio exposure - using a transitional definition of Tier 1 capital (denominator of KSV13)	SUP.Q.DE.W0._Z.MSV13._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	DE	MSV13	ALL	LE	E	 Germany, Total Leverage Ratio exposure - using a transitional definition of Tier 1 capital (denominator of KSV13), All exposures, Closing balance sheet/Positions/Stocks, Euro
1373	Leverage ratio calculation - exposure values excluding deductions	SUP.Q.DE.W0._Z.MSV31._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	DE	MSV31	ALL	LE	E	 Germany, Leverage ratio calculation - exposure values excluding deductions, All exposures, Closing balance sheet/Positions/Stocks, Euro
1374	Leverage ratio calculation - Other on-balance sheet items	SUP.Q.DE.W0._Z.MSV33._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	DE	MSV33	ALL	LE	E	 Germany, Leverage ratio calculation - Other on-balance sheet items, All exposures, Closing balance sheet/Positions/Stocks, Euro
1375	Leverage ratio calculation - derivatives (fully phased-in definition)	SUP.Q.DE.W0._Z.MSV34._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	DE	MSV34	ALL	LE	E	 Germany, Leverage ratio calculation - derivatives (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1376	Leverage ratio calculation - securities financing transactions (fully phased-in definition)	SUP.Q.DE.W0._Z.MSV35._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	DE	MSV35	ALL	LE	E	 Germany, Leverage ratio calculation - securities financing transactions (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1377	Leverage ratio calculation - off-balance sheet items (fully phased-in definition)	SUP.Q.DE.W0._Z.MSV36._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	DE	MSV36	ALL	LE	E	 Germany, Leverage ratio calculation - off-balance sheet items (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1378	Leverage ratio calculation - deductions of exposures to public sector entities funding general interest investments (fully phased-in definition)	SUP.Q.DE.W0._Z.MSV37._T._Z._Z.ALL.LE.E.C	2016Q3	2021Q1	2021-07-08 10:00:00	Q	DE	MSV37	ALL	LE	E	 Germany, Leverage ratio calculation - deductions of exposures to public sector entities funding general interest investments (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1379	Leverage ratio calculation - asset amount deducted from Tier 1 capital (fully phased-in definition)	SUP.Q.DE.W0._Z.MSV38._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	DE	MSV38	ALL	LE	E	 Germany, Leverage ratio calculation - asset amount deducted from Tier 1 capital (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1380	Leverage ratio calculation - asset amount deducted or added from Tier 1 capital (transitional definition)	SUP.Q.DE.W0._Z.MSV39._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	DE	MSV39	ALL	LE	E	 Germany, Leverage ratio calculation - asset amount deducted or added from Tier 1 capital (transitional definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1381	Leverage ratio calculation - Regular-way purchases and sales awaiting settlement	SUP.Q.DE.W0._Z.MSV40._T._Z._Z.ALL.LE.E.C	2021Q2	2022Q3	2023-01-11 10:00:00	Q	DE	MSV40	ALL	LE	E	 Germany, Leverage ratio calculation - Regular-way purchases and sales awaiting settlement, All exposures, Closing balance sheet/Positions/Stocks, Euro
1382	Leverage ratio calculation - Cash pooling arrangements	SUP.Q.DE.W0._Z.MSV41._T._Z._Z.ALL.LE.E.C	2021Q2	2022Q3	2023-01-11 10:00:00	Q	DE	MSV41	ALL	LE	E	 Germany, Leverage ratio calculation - Cash pooling arrangements, All exposures, Closing balance sheet/Positions/Stocks, Euro
1383	Leverage ratio calculation - Deductions of exposures promoting public policy objectives	SUP.Q.DE.W0._Z.MSV42._T._Z._Z.ALL.LE.E.C	2021Q2	2022Q3	2023-01-11 10:00:00	Q	DE	MSV42	ALL	LE	E	 Germany, Leverage ratio calculation - Deductions of exposures promoting public policy objectives, All exposures, Closing balance sheet/Positions/Stocks, Euro
1384	Tier 1 capital (fully phased-in definition) (numerator of KSV12)	SUP.Q.DE.W0._Z.NSV12._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	DE	NSV12	ALL	LE	E	 Germany, Tier 1 capital (fully phased-in definition) (numerator of KSV12), All exposures, Closing balance sheet/Positions/Stocks, Euro
1385	Tier 1 capital (transitional) (numerator of KSV13)	SUP.Q.DE.W0._Z.NSV13._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	DE	NSV13	ALL	LE	E	 Germany, Tier 1 capital (transitional) (numerator of KSV13), All exposures, Closing balance sheet/Positions/Stocks, Euro
1386	OWN FUNDS	SUP.Q.DE.W0._Z.O0000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	DE	O0000	ALL	LE	E	 Germany, OWN FUNDS, All exposures, Closing balance sheet/Positions/Stocks, Euro
1387	TIER 1 CAPITAL	SUP.Q.DE.W0._Z.O1000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	DE	O1000	ALL	LE	E	 Germany, TIER 1 CAPITAL, All exposures, Closing balance sheet/Positions/Stocks, Euro
1388	Solvency ratio [%]	SUP.Q.EE.W0._Z.I4001._T._Z._Z._Z._Z.PCT.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	EE	I4001	_Z	_Z	PCT	 Estonia, Solvency ratio [%], Percentage
1389	Tier 1 ratio [%]	SUP.Q.EE.W0._Z.I4002._T._Z._Z._Z._Z.PCT.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	EE	I4002	_Z	_Z	PCT	 Estonia, Tier 1 ratio [%], Percentage
1390	Common equity Tier 1 ratio [%]	SUP.Q.EE.W0._Z.I4008._T._Z._Z._Z._Z.PCT.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	EE	I4008	_Z	_Z	PCT	 Estonia, Common equity Tier 1 ratio [%], Percentage
1391	Leverage Ratio (fully phased-in definition of Tier 1)	SUP.Q.EE.W0._Z.KSV12._T._Z._Z._Z._Z.PCT.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	EE	KSV12	_Z	_Z	PCT	 Estonia, Leverage Ratio (fully phased-in definition of Tier 1), Percentage
1392	Leverage Ratio (transitional definition of Tier 1)	SUP.Q.EE.W0._Z.KSV13._T._Z._Z._Z._Z.PCT.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	EE	KSV13	_Z	_Z	PCT	 Estonia, Leverage Ratio (transitional definition of Tier 1), Percentage
1393	Total Leverage Ratio exposure - using a fully phased-in definition of Tier 1 capital (denominator of KSV12)	SUP.Q.EE.W0._Z.MSV12._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	EE	MSV12	ALL	LE	E	 Estonia, Total Leverage Ratio exposure - using a fully phased-in definition of Tier 1 capital (denominator of KSV12), All exposures, Closing balance sheet/Positions/Stocks, Euro
1394	Total Leverage Ratio exposure - using a transitional definition of Tier 1 capital (denominator of KSV13)	SUP.Q.EE.W0._Z.MSV13._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	EE	MSV13	ALL	LE	E	 Estonia, Total Leverage Ratio exposure - using a transitional definition of Tier 1 capital (denominator of KSV13), All exposures, Closing balance sheet/Positions/Stocks, Euro
1395	Leverage ratio calculation - exposure values excluding deductions	SUP.Q.EE.W0._Z.MSV31._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	EE	MSV31	ALL	LE	E	 Estonia, Leverage ratio calculation - exposure values excluding deductions, All exposures, Closing balance sheet/Positions/Stocks, Euro
1396	Leverage ratio calculation - Other on-balance sheet items	SUP.Q.EE.W0._Z.MSV33._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	EE	MSV33	ALL	LE	E	 Estonia, Leverage ratio calculation - Other on-balance sheet items, All exposures, Closing balance sheet/Positions/Stocks, Euro
1397	Leverage ratio calculation - derivatives (fully phased-in definition)	SUP.Q.EE.W0._Z.MSV34._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	EE	MSV34	ALL	LE	E	 Estonia, Leverage ratio calculation - derivatives (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1398	Leverage ratio calculation - securities financing transactions (fully phased-in definition)	SUP.Q.EE.W0._Z.MSV35._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	EE	MSV35	ALL	LE	E	 Estonia, Leverage ratio calculation - securities financing transactions (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1399	Leverage ratio calculation - off-balance sheet items (fully phased-in definition)	SUP.Q.EE.W0._Z.MSV36._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	EE	MSV36	ALL	LE	E	 Estonia, Leverage ratio calculation - off-balance sheet items (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1400	Leverage ratio calculation - deductions of exposures to public sector entities funding general interest investments (fully phased-in definition)	SUP.Q.EE.W0._Z.MSV37._T._Z._Z.ALL.LE.E.C	2016Q3	2021Q1	2021-07-08 10:00:00	Q	EE	MSV37	ALL	LE	E	 Estonia, Leverage ratio calculation - deductions of exposures to public sector entities funding general interest investments (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1401	Leverage ratio calculation - asset amount deducted from Tier 1 capital (fully phased-in definition)	SUP.Q.EE.W0._Z.MSV38._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	EE	MSV38	ALL	LE	E	 Estonia, Leverage ratio calculation - asset amount deducted from Tier 1 capital (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1402	Leverage ratio calculation - asset amount deducted or added from Tier 1 capital (transitional definition)	SUP.Q.EE.W0._Z.MSV39._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	EE	MSV39	ALL	LE	E	 Estonia, Leverage ratio calculation - asset amount deducted or added from Tier 1 capital (transitional definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1403	Leverage ratio calculation - Regular-way purchases and sales awaiting settlement	SUP.Q.EE.W0._Z.MSV40._T._Z._Z.ALL.LE.E.C	2021Q2	2022Q3	2023-01-11 10:00:00	Q	EE	MSV40	ALL	LE	E	 Estonia, Leverage ratio calculation - Regular-way purchases and sales awaiting settlement, All exposures, Closing balance sheet/Positions/Stocks, Euro
1404	Leverage ratio calculation - Cash pooling arrangements	SUP.Q.EE.W0._Z.MSV41._T._Z._Z.ALL.LE.E.C	2021Q2	2022Q3	2023-01-11 10:00:00	Q	EE	MSV41	ALL	LE	E	 Estonia, Leverage ratio calculation - Cash pooling arrangements, All exposures, Closing balance sheet/Positions/Stocks, Euro
1405	Leverage ratio calculation - Deductions of exposures promoting public policy objectives	SUP.Q.EE.W0._Z.MSV42._T._Z._Z.ALL.LE.E.C	2021Q2	2022Q3	2023-01-11 10:00:00	Q	EE	MSV42	ALL	LE	E	 Estonia, Leverage ratio calculation - Deductions of exposures promoting public policy objectives, All exposures, Closing balance sheet/Positions/Stocks, Euro
1406	Tier 1 capital (fully phased-in definition) (numerator of KSV12)	SUP.Q.EE.W0._Z.NSV12._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	EE	NSV12	ALL	LE	E	 Estonia, Tier 1 capital (fully phased-in definition) (numerator of KSV12), All exposures, Closing balance sheet/Positions/Stocks, Euro
1407	Tier 1 capital (transitional) (numerator of KSV13)	SUP.Q.EE.W0._Z.NSV13._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	EE	NSV13	ALL	LE	E	 Estonia, Tier 1 capital (transitional) (numerator of KSV13), All exposures, Closing balance sheet/Positions/Stocks, Euro
1408	OWN FUNDS	SUP.Q.EE.W0._Z.O0000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	EE	O0000	ALL	LE	E	 Estonia, OWN FUNDS, All exposures, Closing balance sheet/Positions/Stocks, Euro
1409	TIER 1 CAPITAL	SUP.Q.EE.W0._Z.O1000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	EE	O1000	ALL	LE	E	 Estonia, TIER 1 CAPITAL, All exposures, Closing balance sheet/Positions/Stocks, Euro
1410	Solvency ratio [%]	SUP.Q.ES.W0._Z.I4001._T._Z._Z._Z._Z.PCT.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	ES	I4001	_Z	_Z	PCT	 Spain, Solvency ratio [%], Percentage
1411	Tier 1 ratio [%]	SUP.Q.ES.W0._Z.I4002._T._Z._Z._Z._Z.PCT.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	ES	I4002	_Z	_Z	PCT	 Spain, Tier 1 ratio [%], Percentage
1412	Common equity Tier 1 ratio [%]	SUP.Q.ES.W0._Z.I4008._T._Z._Z._Z._Z.PCT.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	ES	I4008	_Z	_Z	PCT	 Spain, Common equity Tier 1 ratio [%], Percentage
1413	Leverage Ratio (fully phased-in definition of Tier 1)	SUP.Q.ES.W0._Z.KSV12._T._Z._Z._Z._Z.PCT.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	ES	KSV12	_Z	_Z	PCT	 Spain, Leverage Ratio (fully phased-in definition of Tier 1), Percentage
1414	Leverage Ratio (transitional definition of Tier 1)	SUP.Q.ES.W0._Z.KSV13._T._Z._Z._Z._Z.PCT.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	ES	KSV13	_Z	_Z	PCT	 Spain, Leverage Ratio (transitional definition of Tier 1), Percentage
1415	Total Leverage Ratio exposure - using a fully phased-in definition of Tier 1 capital (denominator of KSV12)	SUP.Q.ES.W0._Z.MSV12._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	ES	MSV12	ALL	LE	E	 Spain, Total Leverage Ratio exposure - using a fully phased-in definition of Tier 1 capital (denominator of KSV12), All exposures, Closing balance sheet/Positions/Stocks, Euro
1416	Total Leverage Ratio exposure - using a transitional definition of Tier 1 capital (denominator of KSV13)	SUP.Q.ES.W0._Z.MSV13._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	ES	MSV13	ALL	LE	E	 Spain, Total Leverage Ratio exposure - using a transitional definition of Tier 1 capital (denominator of KSV13), All exposures, Closing balance sheet/Positions/Stocks, Euro
1417	Leverage ratio calculation - exposure values excluding deductions	SUP.Q.ES.W0._Z.MSV31._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	ES	MSV31	ALL	LE	E	 Spain, Leverage ratio calculation - exposure values excluding deductions, All exposures, Closing balance sheet/Positions/Stocks, Euro
1418	Leverage ratio calculation - Other on-balance sheet items	SUP.Q.ES.W0._Z.MSV33._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	ES	MSV33	ALL	LE	E	 Spain, Leverage ratio calculation - Other on-balance sheet items, All exposures, Closing balance sheet/Positions/Stocks, Euro
1419	Leverage ratio calculation - derivatives (fully phased-in definition)	SUP.Q.ES.W0._Z.MSV34._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	ES	MSV34	ALL	LE	E	 Spain, Leverage ratio calculation - derivatives (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1420	Leverage ratio calculation - securities financing transactions (fully phased-in definition)	SUP.Q.ES.W0._Z.MSV35._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	ES	MSV35	ALL	LE	E	 Spain, Leverage ratio calculation - securities financing transactions (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1421	Leverage ratio calculation - off-balance sheet items (fully phased-in definition)	SUP.Q.ES.W0._Z.MSV36._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	ES	MSV36	ALL	LE	E	 Spain, Leverage ratio calculation - off-balance sheet items (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1422	Leverage ratio calculation - deductions of exposures to public sector entities funding general interest investments (fully phased-in definition)	SUP.Q.ES.W0._Z.MSV37._T._Z._Z.ALL.LE.E.C	2016Q3	2021Q1	2021-07-08 10:00:00	Q	ES	MSV37	ALL	LE	E	 Spain, Leverage ratio calculation - deductions of exposures to public sector entities funding general interest investments (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1423	Leverage ratio calculation - asset amount deducted from Tier 1 capital (fully phased-in definition)	SUP.Q.ES.W0._Z.MSV38._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	ES	MSV38	ALL	LE	E	 Spain, Leverage ratio calculation - asset amount deducted from Tier 1 capital (fully phased-in definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1424	Leverage ratio calculation - asset amount deducted or added from Tier 1 capital (transitional definition)	SUP.Q.ES.W0._Z.MSV39._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	ES	MSV39	ALL	LE	E	 Spain, Leverage ratio calculation - asset amount deducted or added from Tier 1 capital (transitional definition), All exposures, Closing balance sheet/Positions/Stocks, Euro
1425	Leverage ratio calculation - Regular-way purchases and sales awaiting settlement	SUP.Q.ES.W0._Z.MSV40._T._Z._Z.ALL.LE.E.C	2021Q2	2022Q3	2023-01-11 10:00:00	Q	ES	MSV40	ALL	LE	E	 Spain, Leverage ratio calculation - Regular-way purchases and sales awaiting settlement, All exposures, Closing balance sheet/Positions/Stocks, Euro
1426	Leverage ratio calculation - Cash pooling arrangements	SUP.Q.ES.W0._Z.MSV41._T._Z._Z.ALL.LE.E.C	2021Q2	2022Q3	2023-01-11 10:00:00	Q	ES	MSV41	ALL	LE	E	 Spain, Leverage ratio calculation - Cash pooling arrangements, All exposures, Closing balance sheet/Positions/Stocks, Euro
1427	Leverage ratio calculation - Deductions of exposures promoting public policy objectives	SUP.Q.ES.W0._Z.MSV42._T._Z._Z.ALL.LE.E.C	2021Q2	2022Q3	2023-01-11 10:00:00	Q	ES	MSV42	ALL	LE	E	 Spain, Leverage ratio calculation - Deductions of exposures promoting public policy objectives, All exposures, Closing balance sheet/Positions/Stocks, Euro
1428	Tier 1 capital (fully phased-in definition) (numerator of KSV12)	SUP.Q.ES.W0._Z.NSV12._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	ES	NSV12	ALL	LE	E	 Spain, Tier 1 capital (fully phased-in definition) (numerator of KSV12), All exposures, Closing balance sheet/Positions/Stocks, Euro
1429	Tier 1 capital (transitional) (numerator of KSV13)	SUP.Q.ES.W0._Z.NSV13._T._Z._Z.ALL.LE.E.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	ES	NSV13	ALL	LE	E	 Spain, Tier 1 capital (transitional) (numerator of KSV13), All exposures, Closing balance sheet/Positions/Stocks, Euro
1430	OWN FUNDS	SUP.Q.ES.W0._Z.O0000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	ES	O0000	ALL	LE	E	 Spain, OWN FUNDS, All exposures, Closing balance sheet/Positions/Stocks, Euro
1431	TIER 1 CAPITAL	SUP.Q.ES.W0._Z.O1000._T._Z._Z.ALL.LE.E.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	ES	O1000	ALL	LE	E	 Spain, TIER 1 CAPITAL, All exposures, Closing balance sheet/Positions/Stocks, Euro
1432	Solvency ratio [%]	SUP.Q.FI.W0._Z.I4001._T._Z._Z._Z._Z.PCT.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	FI	I4001	_Z	_Z	PCT	 Finland, Solvency ratio [%], Percentage
1433	Tier 1 ratio [%]	SUP.Q.FI.W0._Z.I4002._T._Z._Z._Z._Z.PCT.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	FI	I4002	_Z	_Z	PCT	 Finland, Tier 1 ratio [%], Percentage
1434	Common equity Tier 1 ratio [%]	SUP.Q.FI.W0._Z.I4008._T._Z._Z._Z._Z.PCT.C	2015Q2	2022Q3	2023-01-11 10:00:00	Q	FI	I4008	_Z	_Z	PCT	 Finland, Common equity Tier 1 ratio [%], Percentage
1435	Leverage Ratio (fully phased-in definition of Tier 1)	SUP.Q.FI.W0._Z.KSV12._T._Z._Z._Z._Z.PCT.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	FI	KSV12	_Z	_Z	PCT	 Finland, Leverage Ratio (fully phased-in definition of Tier 1), Percentage
1436	Leverage Ratio (transitional definition of Tier 1)	SUP.Q.FI.W0._Z.KSV13._T._Z._Z._Z._Z.PCT.C	2016Q3	2022Q3	2023-01-11 10:00:00	Q	FI	KSV13	_Z	_Z	PCT	 Finland, Leverage Ratio (transitional definition of Tier 1), Percentage
